Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
FEMENINO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;28/01/2012;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;23/01/2012;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;06/05/2011;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;08/06/2012;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;24/02/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;09/03/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;19/02/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;27/07/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;05/11/2010;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;12/03/2010;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;18/08/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID A   ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;INFANTIL                                          ;GIMNASIA RITMICA                                  ;14/09/2007;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;INFANTIL                                          ;GIMNASIA RITMICA                                  ;27/07/2007;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;INFANTIL                                          ;GIMNASIA RITMICA                                  ;11/06/2007;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;INFANTIL                                          ;GIMNASIA RITMICA                                  ;20/07/2009;ESCUELA GIMNASIA RITMICA  FAUSTINA VALLADOLID     ;2020;MADRID                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;22/12/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;22/12/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;09/11/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;28/10/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;21/12/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;18/05/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;30/12/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;13/07/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;04/04/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;01/12/2011;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID B    ;2020;Madrid                                            ;28031;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;20/05/2009;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;13/07/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;21/05/2009;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;12/02/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;02/09/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;20/02/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;ALEVIN                                            ;GIMNASIA RITMICA                                  ;13/07/2010;ESCUELA GIMNASIA RITMICA FAUSTINA VALLADOLID C    ;2020;Madrid                                            ;28032;JUEGOS DEPORTIVOS MUNICIPALES                     ;ANTONIO PIRALA                                    ;VICALVARO                
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;29/05/2008;LES ALAMEDA DE OSUNA INF FEM                      ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;20/02/2008;LES ALAMEDA DE OSUNA INF FEM                      ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;22/01/2007;LES ALAMEDA DE OSUNA INF FEM                      ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;02/07/2006;LES ALAMEDA DE OSUNA CADETE FEM                   ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;17/08/2006;LES ALAMEDA DE OSUNA CADETE FEM                   ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;09/02/2006;LES ALAMEDA DE OSUNA CADETE FEM                   ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;11/01/2006;LES ALAMEDA DE OSUNA CADETE FEM                   ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;10/07/2006;LES ALAMEDA DE OSUNA CADETE FEM                   ;2020;MADRID                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;25/06/2007;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;17/05/2006;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;23/09/2006;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;15/01/2006;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;15/02/2006;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;BADMINTON                                         ;19/06/2005;ESCUELA BARAJAS BÁDMINTON CADETE FEM              ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;BADMINTON                                         ;16/03/2013;ESCUELA BARAJAS BÁDMINTON BENJAMIN FEM            ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;PREBENJAMIN                                       ;PIRAGÜISMO                                        ;09/11/2014;CDB PIRAGUAMADRID PREBENJA-FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;PREBENJAMIN                                       ;PIRAGÜISMO                                        ;25/07/2013;CDB PIRAGUAMADRID PREBENJA-FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;06/06/2012;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;25/04/2012;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;20/02/2011;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;02/08/2012;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;21/01/2011;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;BENJAMIN                                          ;PIRAGÜISMO                                        ;08/03/2012;CDB PIRAGUAMADRID BENJAMIN FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;24/10/2010;CDB PIRAGUAMADRID ALEVIN FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;26/08/2010;CDB PIRAGUAMADRID ALEVIN FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;02/07/2010;CDB PIRAGUAMADRID ALEVIN FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;18/07/2009;CDB PIRAGUAMADRID ALEVIN FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;14/07/2010;CDB PIRAGUAMADRID ALEVIN FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;14/09/2007;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;06/10/2007;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;25/06/2007;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;08/03/2007;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;14/03/2007;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;29/08/2008;CDB PIRAGUAMADRID INFANTIL FEM                    ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;PIRAGÜISMO                                        ;28/07/2005;CDB PIRAGUAMADRID CADETE FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;PIRAGÜISMO                                        ;12/04/2006;CDB PIRAGUAMADRID CADETE FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;PIRAGÜISMO                                        ;09/12/2006;CDB PIRAGUAMADRID CADETE FEM                      ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;JUVENIL                                           ;PIRAGÜISMO                                        ;16/01/2004;CDB PIRAGUAMADRID JUVENIL FEM                     ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;JUVENIL                                           ;PIRAGÜISMO                                        ;16/01/2004;CDB PIRAGUAMADRID JUVENIL FEM                     ;2020;Madrid                                            ;28035;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;INFANTIL                                          ;TENIS                                             ;06/10/2007;TENIS CDM INFANTIL FEM                            ;2020;                                                  ;     ;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
FEMENINO;CADETE                                            ;TENIS                                             ;20/03/2006;TENIS CDM CADETE FEM                              ;2020;                                                  ;     ;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;19/12/2011;GIMNASIA RITMICA BARAJAS                          ;2020;MADRID                                            ;28037;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;30/01/2012;GIMNASIA RITMICA BARAJAS                          ;2020;MADRID                                            ;28037;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;23/09/2012;GIMNASIA RITMICA BARAJAS                          ;2020;MADRID                                            ;28037;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;28/07/2013;GIMNASIA RITMICA BARAJAS                          ;2020;MADRID                                            ;28037;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;19/12/2011;GIMNASIA RITMICA BARAJAS                          ;2020;MADRID                                            ;28037;JUEGOS DEPORTIVOS MUNICIPALES                     ;PUEBLO NUEVO                                      ;BARAJAS                  
MIXTO;BENJAMIN                                          ;BADMINTON                                         ;07/05/2011;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;ALEVIN                                            ;BADMINTON                                         ;29/12/2009;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;ALEVIN                                            ;BADMINTON                                         ;26/06/2010;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;ALEVIN                                            ;BADMINTON                                         ;26/06/2010;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;ALEVIN                                            ;BADMINTON                                         ;30/01/2009;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;ALEVIN                                            ;BADMINTON                                         ;08/04/2009;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;24/11/2007;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;12/07/2008;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;02/08/2008;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;INFANTIL                                          ;BADMINTON                                         ;10/05/2007;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;04/02/2005;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;19/06/2005;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;01/08/2005;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;10/11/2006;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;13/04/2005;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
FEMENINO;CADETE                                            ;BADMINTON                                         ;04/11/2005;PRADILLO                                          ;2020;MADRID                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;10/11/2013;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;20/12/2011;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;06/10/2012;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;05/02/2011;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;28/04/2013;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;03/12/2012;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;27/10/2011;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;GIMNASIA RITMICA                                  ;26/08/2013;BRISTOL                                           ;2020;Madrid                                            ;28042;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;27/04/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;19/02/2013;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;02/05/2012;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;14/10/2011;CAPABLANCA                                        ;2020;Madrid                                            ;28016;JUEGOS DEPORTIVOS MUNICIPALES                     ;OLIVILLO                                          ;CHAMARTIN                
